ServiceTechCategory,ModelGeography,SubGeography1,SubGeography2,Year,ServiceTech,TechSplitRatio
BOF,INDIA,ER,BR,2022,BF_BOF_CCUS,0
EAF,INDIA,ER,BR,2022,DRI_EAF_COAL,0
EAF,INDIA,ER,BR,2022,DRI_EAF_H2,0
IF,INDIA,ER,BR,2022,DRI_IF_COAL,0.443707165
IF,INDIA,ER,BR,2022,SCRAP_IF,0.556292835
BOF,INDIA,ER,BR,2022,BF_BOF,0
EAF,INDIA,ER,BR,2022,SCRAP_EAF,0
EAF,INDIA,ER,BR,2022,BF_EAF,0
EAF,INDIA,ER,BR,2022,BF_EAF_CCUS,0
EAF,INDIA,ER,BR,2022,COREX_EAF_COAL,0
EAF,INDIA,ER,BR,2022,COREX_EAF_CCUS,0
EAF,INDIA,ER,BR,2022,DRI_EAF_NATGAS,0
EAF,INDIA,ER,JH,2022,BF_EAF,0.385662712
EAF,INDIA,ER,JH,2022,SCRAP_EAF,0.153057866
EAF,INDIA,ER,JH,2022,BF_EAF_CCUS,0
IF,INDIA,ER,JH,2022,SCRAP_IF,0.556292835
IF,INDIA,ER,JH,2022,DRI_IF_COAL,0.443707165
EAF,INDIA,ER,JH,2022,DRI_EAF_NATGAS,0.315604294
EAF,INDIA,ER,JH,2022,DRI_EAF_COAL,0.145675128
BOF,INDIA,ER,JH,2022,BF_BOF_CCUS,0
BOF,INDIA,ER,JH,2022,BF_BOF,1
EAF,INDIA,ER,JH,2022,COREX_EAF_CCUS,0
EAF,INDIA,ER,JH,2022,COREX_EAF_COAL,0
EAF,INDIA,ER,JH,2022,DRI_EAF_H2,0
EAF,INDIA,ER,OD,2022,COREX_EAF_COAL,0
EAF,INDIA,ER,OD,2022,COREX_EAF_CCUS,0
EAF,INDIA,ER,OD,2022,DRI_EAF_H2,0
BOF,INDIA,ER,OD,2022,BF_BOF_CCUS,0
EAF,INDIA,ER,OD,2022,DRI_EAF_COAL,0.145675128
EAF,INDIA,ER,OD,2022,BF_EAF_CCUS,0
IF,INDIA,ER,OD,2022,DRI_IF_COAL,0.443707165
EAF,INDIA,ER,OD,2022,BF_EAF,0.385662712
EAF,INDIA,ER,OD,2022,DRI_EAF_NATGAS,0.315604294
EAF,INDIA,ER,OD,2022,SCRAP_EAF,0.153057866
IF,INDIA,ER,OD,2022,SCRAP_IF,0.556292835
BOF,INDIA,ER,OD,2022,BF_BOF,1
EAF,INDIA,ER,SK,2022,COREX_EAF_COAL,0
EAF,INDIA,ER,SK,2022,COREX_EAF_CCUS,0
EAF,INDIA,ER,SK,2022,DRI_EAF_H2,0
BOF,INDIA,ER,SK,2022,BF_BOF,0
EAF,INDIA,ER,SK,2022,DRI_EAF_COAL,0
EAF,INDIA,ER,SK,2022,BF_EAF_CCUS,0
IF,INDIA,ER,SK,2022,DRI_IF_COAL,0
IF,INDIA,ER,SK,2022,SCRAP_IF,0
EAF,INDIA,ER,SK,2022,DRI_EAF_NATGAS,0
EAF,INDIA,ER,SK,2022,SCRAP_EAF,0
EAF,INDIA,ER,SK,2022,BF_EAF,0
BOF,INDIA,ER,SK,2022,BF_BOF_CCUS,0
EAF,INDIA,ER,WB,2022,COREX_EAF_CCUS,0
EAF,INDIA,ER,WB,2022,DRI_EAF_NATGAS,0.315604294
EAF,INDIA,ER,WB,2022,DRI_EAF_H2,0
BOF,INDIA,ER,WB,2022,BF_BOF_CCUS,0
BOF,INDIA,ER,WB,2022,BF_BOF,1
EAF,INDIA,ER,WB,2022,COREX_EAF_COAL,0
EAF,INDIA,ER,WB,2022,SCRAP_EAF,0.153057866
IF,INDIA,ER,WB,2022,SCRAP_IF,0.556292835
EAF,INDIA,ER,WB,2022,DRI_EAF_COAL,0.145675128
IF,INDIA,ER,WB,2022,DRI_IF_COAL,0.443707165
EAF,INDIA,ER,WB,2022,BF_EAF,0.385662712
EAF,INDIA,ER,WB,2022,BF_EAF_CCUS,0
EAF,INDIA,NER,AS,2022,DRI_EAF_H2,0
EAF,INDIA,NER,AS,2022,COREX_EAF_COAL,0
BOF,INDIA,NER,AS,2022,BF_BOF,0
EAF,INDIA,NER,AS,2022,COREX_EAF_CCUS,0
BOF,INDIA,NER,AS,2022,BF_BOF_CCUS,0
EAF,INDIA,NER,AS,2022,DRI_EAF_COAL,0
EAF,INDIA,NER,AS,2022,BF_EAF_CCUS,0
IF,INDIA,NER,AS,2022,DRI_IF_COAL,0.443707165
IF,INDIA,NER,AS,2022,SCRAP_IF,0.556292835
EAF,INDIA,NER,AS,2022,DRI_EAF_NATGAS,0
EAF,INDIA,NER,AS,2022,SCRAP_EAF,0
EAF,INDIA,NER,AS,2022,BF_EAF,0
EAF,INDIA,NER,NE,2022,COREX_EAF_CCUS,0
EAF,INDIA,NER,NE,2022,SCRAP_EAF,0
EAF,INDIA,NER,NE,2022,DRI_EAF_NATGAS,0
EAF,INDIA,NER,NE,2022,BF_EAF,0
IF,INDIA,NER,NE,2022,DRI_IF_COAL,0.443707165
EAF,INDIA,NER,NE,2022,BF_EAF_CCUS,0
EAF,INDIA,NER,NE,2022,COREX_EAF_COAL,0
IF,INDIA,NER,NE,2022,SCRAP_IF,0.556292835
BOF,INDIA,NER,NE,2022,BF_BOF,0
BOF,INDIA,NER,NE,2022,BF_BOF_CCUS,0
EAF,INDIA,NER,NE,2022,DRI_EAF_H2,0
EAF,INDIA,NER,NE,2022,DRI_EAF_COAL,0
EAF,INDIA,NR,DL,2022,DRI_EAF_NATGAS,0
EAF,INDIA,NR,DL,2022,COREX_EAF_CCUS,0
EAF,INDIA,NR,DL,2022,COREX_EAF_COAL,0
EAF,INDIA,NR,DL,2022,BF_EAF_CCUS,0
EAF,INDIA,NR,DL,2022,BF_EAF,0
EAF,INDIA,NR,DL,2022,SCRAP_EAF,0
BOF,INDIA,NR,DL,2022,BF_BOF,0
IF,INDIA,NR,DL,2022,DRI_IF_COAL,0.443707165
IF,INDIA,NR,DL,2022,SCRAP_IF,0.556292835
EAF,INDIA,NR,DL,2022,DRI_EAF_H2,0
EAF,INDIA,NR,DL,2022,DRI_EAF_COAL,0
BOF,INDIA,NR,DL,2022,BF_BOF_CCUS,0
EAF,INDIA,NR,HP,2022,BF_EAF,0
EAF,INDIA,NR,HP,2022,SCRAP_EAF,0
EAF,INDIA,NR,HP,2022,DRI_EAF_NATGAS,0
IF,INDIA,NR,HP,2022,SCRAP_IF,0.556292835
IF,INDIA,NR,HP,2022,DRI_IF_COAL,0.443707165
EAF,INDIA,NR,HP,2022,BF_EAF_CCUS,0
EAF,INDIA,NR,HP,2022,DRI_EAF_COAL,0
BOF,INDIA,NR,HP,2022,BF_BOF_CCUS,0
BOF,INDIA,NR,HP,2022,BF_BOF,0
EAF,INDIA,NR,HP,2022,COREX_EAF_CCUS,0
EAF,INDIA,NR,HP,2022,COREX_EAF_COAL,0
EAF,INDIA,NR,HP,2022,DRI_EAF_H2,0
BOF,INDIA,NR,HR,2022,BF_BOF,0
EAF,INDIA,NR,HR,2022,DRI_EAF_NATGAS,0.315604294
EAF,INDIA,NR,HR,2022,BF_EAF,0.385662712
EAF,INDIA,NR,HR,2022,SCRAP_EAF,0.153057866
EAF,INDIA,NR,HR,2022,BF_EAF_CCUS,0
IF,INDIA,NR,HR,2022,SCRAP_IF,0.556292835
IF,INDIA,NR,HR,2022,DRI_IF_COAL,0.443707165
EAF,INDIA,NR,HR,2022,DRI_EAF_COAL,0.145675128
BOF,INDIA,NR,HR,2022,BF_BOF_CCUS,0
EAF,INDIA,NR,HR,2022,DRI_EAF_H2,0
EAF,INDIA,NR,HR,2022,COREX_EAF_CCUS,0
EAF,INDIA,NR,HR,2022,COREX_EAF_COAL,0
EAF,INDIA,NR,JK,2022,BF_EAF,0
EAF,INDIA,NR,JK,2022,SCRAP_EAF,0
EAF,INDIA,NR,JK,2022,DRI_EAF_NATGAS,0
IF,INDIA,NR,JK,2022,SCRAP_IF,0.556292835
IF,INDIA,NR,JK,2022,DRI_IF_COAL,0.443707165
EAF,INDIA,NR,JK,2022,BF_EAF_CCUS,0
EAF,INDIA,NR,JK,2022,DRI_EAF_COAL,0
BOF,INDIA,NR,JK,2022,BF_BOF_CCUS,0
BOF,INDIA,NR,JK,2022,BF_BOF,0
EAF,INDIA,NR,JK,2022,COREX_EAF_CCUS,0
EAF,INDIA,NR,JK,2022,COREX_EAF_COAL,0
EAF,INDIA,NR,JK,2022,DRI_EAF_H2,0
EAF,INDIA,NR,PB,2022,BF_EAF,0.385662712
EAF,INDIA,NR,PB,2022,SCRAP_EAF,0.153057866
EAF,INDIA,NR,PB,2022,DRI_EAF_NATGAS,0.315604294
IF,INDIA,NR,PB,2022,SCRAP_IF,0.556292835
IF,INDIA,NR,PB,2022,DRI_IF_COAL,0.443707165
EAF,INDIA,NR,PB,2022,BF_EAF_CCUS,0
EAF,INDIA,NR,PB,2022,DRI_EAF_COAL,0.145675128
BOF,INDIA,NR,PB,2022,BF_BOF_CCUS,0
BOF,INDIA,NR,PB,2022,BF_BOF,0
EAF,INDIA,NR,PB,2022,COREX_EAF_CCUS,0
EAF,INDIA,NR,PB,2022,COREX_EAF_COAL,0
EAF,INDIA,NR,PB,2022,DRI_EAF_H2,0
EAF,INDIA,NR,RJ,2022,BF_EAF,0
EAF,INDIA,NR,RJ,2022,SCRAP_EAF,0
EAF,INDIA,NR,RJ,2022,DRI_EAF_NATGAS,0
IF,INDIA,NR,RJ,2022,SCRAP_IF,0.556292835
IF,INDIA,NR,RJ,2022,DRI_IF_COAL,0.443707165
EAF,INDIA,NR,RJ,2022,BF_EAF_CCUS,0
EAF,INDIA,NR,RJ,2022,DRI_EAF_COAL,0
BOF,INDIA,NR,RJ,2022,BF_BOF_CCUS,0
BOF,INDIA,NR,RJ,2022,BF_BOF,0
EAF,INDIA,NR,RJ,2022,COREX_EAF_CCUS,0
EAF,INDIA,NR,RJ,2022,COREX_EAF_COAL,0
EAF,INDIA,NR,RJ,2022,DRI_EAF_H2,0
EAF,INDIA,NR,UK,2022,COREX_EAF_CCUS,0
EAF,INDIA,NR,UK,2022,DRI_EAF_NATGAS,0
EAF,INDIA,NR,UK,2022,SCRAP_EAF,0
EAF,INDIA,NR,UK,2022,DRI_EAF_COAL,0
EAF,INDIA,NR,UK,2022,DRI_EAF_H2,0
EAF,INDIA,NR,UK,2022,COREX_EAF_COAL,0
IF,INDIA,NR,UK,2022,DRI_IF_COAL,0.443707165
IF,INDIA,NR,UK,2022,SCRAP_IF,0.556292835
BOF,INDIA,NR,UK,2022,BF_BOF_CCUS,0
EAF,INDIA,NR,UK,2022,BF_EAF,0
EAF,INDIA,NR,UK,2022,BF_EAF_CCUS,0
BOF,INDIA,NR,UK,2022,BF_BOF,0
EAF,INDIA,NR,UP,2022,DRI_EAF_H2,0
IF,INDIA,NR,UP,2022,DRI_IF_COAL,0.443707165
EAF,INDIA,NR,UP,2022,BF_EAF_CCUS,0
IF,INDIA,NR,UP,2022,SCRAP_IF,0.556292835
EAF,INDIA,NR,UP,2022,DRI_EAF_COAL,0
BOF,INDIA,NR,UP,2022,BF_BOF_CCUS,0
EAF,INDIA,NR,UP,2022,BF_EAF,0
EAF,INDIA,NR,UP,2022,COREX_EAF_CCUS,0
EAF,INDIA,NR,UP,2022,COREX_EAF_COAL,0
EAF,INDIA,NR,UP,2022,DRI_EAF_NATGAS,0
BOF,INDIA,NR,UP,2022,BF_BOF,0
EAF,INDIA,NR,UP,2022,SCRAP_EAF,0
BOF,INDIA,SR,AP,2022,BF_BOF,1
EAF,INDIA,SR,AP,2022,BF_EAF,0
EAF,INDIA,SR,AP,2022,SCRAP_EAF,0
EAF,INDIA,SR,AP,2022,BF_EAF_CCUS,0
IF,INDIA,SR,AP,2022,SCRAP_IF,0.556292835
IF,INDIA,SR,AP,2022,DRI_IF_COAL,0.443707165
EAF,INDIA,SR,AP,2022,DRI_EAF_NATGAS,0
EAF,INDIA,SR,AP,2022,DRI_EAF_COAL,0
BOF,INDIA,SR,AP,2022,BF_BOF_CCUS,0
EAF,INDIA,SR,AP,2022,DRI_EAF_H2,0
EAF,INDIA,SR,AP,2022,COREX_EAF_CCUS,0
EAF,INDIA,SR,AP,2022,COREX_EAF_COAL,0
EAF,INDIA,SR,KA,2022,BF_EAF,0.222875192
EAF,INDIA,SR,KA,2022,SCRAP_EAF,0.088452423
EAF,INDIA,SR,KA,2022,DRI_EAF_NATGAS,0.182388303
IF,INDIA,SR,KA,2022,SCRAP_IF,0.556292835
IF,INDIA,SR,KA,2022,DRI_IF_COAL,0.443707165
EAF,INDIA,SR,KA,2022,BF_EAF_CCUS,0
EAF,INDIA,SR,KA,2022,DRI_EAF_COAL,0.084185925
BOF,INDIA,SR,KA,2022,BF_BOF_CCUS,0
BOF,INDIA,SR,KA,2022,BF_BOF,1
EAF,INDIA,SR,KA,2022,COREX_EAF_CCUS,0
EAF,INDIA,SR,KA,2022,COREX_EAF_COAL,0.422098158
EAF,INDIA,SR,KA,2022,DRI_EAF_H2,0
EAF,INDIA,SR,KL,2022,COREX_EAF_COAL,0
EAF,INDIA,SR,KL,2022,COREX_EAF_CCUS,0
EAF,INDIA,SR,KL,2022,DRI_EAF_NATGAS,0
BOF,INDIA,SR,KL,2022,BF_BOF,0
BOF,INDIA,SR,KL,2022,BF_BOF_CCUS,0
EAF,INDIA,SR,KL,2022,DRI_EAF_H2,0
IF,INDIA,SR,KL,2022,DRI_IF_COAL,0.443707165
IF,INDIA,SR,KL,2022,SCRAP_IF,0.556292835
EAF,INDIA,SR,KL,2022,DRI_EAF_COAL,0
EAF,INDIA,SR,KL,2022,BF_EAF,0
EAF,INDIA,SR,KL,2022,SCRAP_EAF,0
EAF,INDIA,SR,KL,2022,BF_EAF_CCUS,0
EAF,INDIA,SR,TN,2022,BF_EAF,0.385662712
EAF,INDIA,SR,TN,2022,SCRAP_EAF,0.153057866
EAF,INDIA,SR,TN,2022,BF_EAF_CCUS,0
IF,INDIA,SR,TN,2022,SCRAP_IF,0.556292835
IF,INDIA,SR,TN,2022,DRI_IF_COAL,0.443707165
EAF,INDIA,SR,TN,2022,DRI_EAF_H2,0
EAF,INDIA,SR,TN,2022,DRI_EAF_COAL,0.145675128
EAF,INDIA,SR,TN,2022,COREX_EAF_COAL,0
EAF,INDIA,SR,TN,2022,DRI_EAF_NATGAS,0.315604294
EAF,INDIA,SR,TN,2022,COREX_EAF_CCUS,0
BOF,INDIA,SR,TN,2022,BF_BOF,1
BOF,INDIA,SR,TN,2022,BF_BOF_CCUS,0
EAF,INDIA,SR,TS,2022,BF_EAF,0
EAF,INDIA,SR,TS,2022,SCRAP_EAF,0
EAF,INDIA,SR,TS,2022,BF_EAF_CCUS,0
IF,INDIA,SR,TS,2022,SCRAP_IF,0.556292835
IF,INDIA,SR,TS,2022,DRI_IF_COAL,0.443707165
BOF,INDIA,SR,TS,2022,BF_BOF,0
BOF,INDIA,SR,TS,2022,BF_BOF_CCUS,0
EAF,INDIA,SR,TS,2022,DRI_EAF_COAL,0
EAF,INDIA,SR,TS,2022,DRI_EAF_H2,0
EAF,INDIA,SR,TS,2022,DRI_EAF_NATGAS,0
EAF,INDIA,SR,TS,2022,COREX_EAF_CCUS,0
EAF,INDIA,SR,TS,2022,COREX_EAF_COAL,0
IF,INDIA,WR,CG,2022,SCRAP_IF,0.556292835
EAF,INDIA,WR,CG,2022,DRI_EAF_COAL,0.145675128
EAF,INDIA,WR,CG,2022,DRI_EAF_H2,0
BOF,INDIA,WR,CG,2022,BF_BOF_CCUS,0
EAF,INDIA,WR,CG,2022,BF_EAF_CCUS,0
BOF,INDIA,WR,CG,2022,BF_BOF,1
EAF,INDIA,WR,CG,2022,SCRAP_EAF,0.153057866
EAF,INDIA,WR,CG,2022,BF_EAF,0.385662712
EAF,INDIA,WR,CG,2022,DRI_EAF_NATGAS,0.315604294
EAF,INDIA,WR,CG,2022,COREX_EAF_COAL,0
IF,INDIA,WR,CG,2022,DRI_IF_COAL,0.443707165
EAF,INDIA,WR,CG,2022,COREX_EAF_CCUS,0
EAF,INDIA,WR,GA,2022,DRI_EAF_H2,0
EAF,INDIA,WR,GA,2022,COREX_EAF_COAL,0
EAF,INDIA,WR,GA,2022,DRI_EAF_COAL,0
IF,INDIA,WR,GA,2022,DRI_IF_COAL,0.443707165
BOF,INDIA,WR,GA,2022,BF_BOF_CCUS,0
EAF,INDIA,WR,GA,2022,BF_EAF,0
IF,INDIA,WR,GA,2022,SCRAP_IF,0.556292835
EAF,INDIA,WR,GA,2022,BF_EAF_CCUS,0
EAF,INDIA,WR,GA,2022,COREX_EAF_CCUS,0
EAF,INDIA,WR,GA,2022,DRI_EAF_NATGAS,0
EAF,INDIA,WR,GA,2022,SCRAP_EAF,0
BOF,INDIA,WR,GA,2022,BF_BOF,0
EAF,INDIA,WR,GJ,2022,COREX_EAF_COAL,0.106920358
EAF,INDIA,WR,GJ,2022,COREX_EAF_CCUS,0
EAF,INDIA,WR,GJ,2022,DRI_EAF_NATGAS,0.281859769
BOF,INDIA,WR,GJ,2022,BF_BOF_CCUS,0
EAF,INDIA,WR,GJ,2022,DRI_EAF_COAL,0.130099491
EAF,INDIA,WR,GJ,2022,DRI_EAF_H2,0
EAF,INDIA,WR,GJ,2022,SCRAP_EAF,0.136692864
IF,INDIA,WR,GJ,2022,SCRAP_IF,0.556292835
BOF,INDIA,WR,GJ,2022,BF_BOF,0
IF,INDIA,WR,GJ,2022,DRI_IF_COAL,0.443707165
EAF,INDIA,WR,GJ,2022,BF_EAF,0.344427517
EAF,INDIA,WR,GJ,2022,BF_EAF_CCUS,0
IF,INDIA,WR,MH,2022,SCRAP_IF,0.556292835
EAF,INDIA,WR,MH,2022,DRI_EAF_H2,0
EAF,INDIA,WR,MH,2022,COREX_EAF_COAL,0
EAF,INDIA,WR,MH,2022,DRI_EAF_COAL,0.145675128
BOF,INDIA,WR,MH,2022,BF_BOF,1
BOF,INDIA,WR,MH,2022,BF_BOF_CCUS,0
EAF,INDIA,WR,MH,2022,DRI_EAF_NATGAS,0.315604294
EAF,INDIA,WR,MH,2022,BF_EAF_CCUS,0
IF,INDIA,WR,MH,2022,DRI_IF_COAL,0.443707165
EAF,INDIA,WR,MH,2022,COREX_EAF_CCUS,0
EAF,INDIA,WR,MH,2022,BF_EAF,0.385662712
EAF,INDIA,WR,MH,2022,SCRAP_EAF,0.153057866
BOF,INDIA,WR,MP,2022,BF_BOF,0
EAF,INDIA,WR,MP,2022,COREX_EAF_COAL,0
EAF,INDIA,WR,MP,2022,COREX_EAF_CCUS,0
EAF,INDIA,WR,MP,2022,DRI_EAF_H2,0
BOF,INDIA,WR,MP,2022,BF_BOF_CCUS,0
EAF,INDIA,WR,MP,2022,DRI_EAF_COAL,0
EAF,INDIA,WR,MP,2022,DRI_EAF_NATGAS,0
IF,INDIA,WR,MP,2022,DRI_IF_COAL,0.443707165
IF,INDIA,WR,MP,2022,SCRAP_IF,0.556292835
EAF,INDIA,WR,MP,2022,BF_EAF_CCUS,0
EAF,INDIA,WR,MP,2022,SCRAP_EAF,0
EAF,INDIA,WR,MP,2022,BF_EAF,0
EAF,INDIA,ER,BR,2023,DRI_EAF_H2,0
EAF,INDIA,ER,BR,2023,COREX_EAF_COAL,0
EAF,INDIA,ER,BR,2023,COREX_EAF_CCUS,0
BOF,INDIA,ER,BR,2023,BF_BOF,0
BOF,INDIA,ER,BR,2023,BF_BOF_CCUS,0
EAF,INDIA,ER,BR,2023,DRI_EAF_COAL,0
EAF,INDIA,ER,BR,2023,BF_EAF_CCUS,0
IF,INDIA,ER,BR,2023,DRI_IF_COAL,0.459943999
IF,INDIA,ER,BR,2023,SCRAP_IF,0.540056001
EAF,INDIA,ER,BR,2023,DRI_EAF_NATGAS,0
EAF,INDIA,ER,BR,2023,SCRAP_EAF,0
EAF,INDIA,ER,BR,2023,BF_EAF,0
EAF,INDIA,ER,JH,2023,SCRAP_EAF,0.186033007
EAF,INDIA,ER,JH,2023,DRI_EAF_NATGAS,0.279060301
EAF,INDIA,ER,JH,2023,COREX_EAF_CCUS,0
IF,INDIA,ER,JH,2023,SCRAP_IF,0.540056001
IF,INDIA,ER,JH,2023,DRI_IF_COAL,0.459943999
EAF,INDIA,ER,JH,2023,BF_EAF,0.38547361
BOF,INDIA,ER,JH,2023,BF_BOF_CCUS,0
BOF,INDIA,ER,JH,2023,BF_BOF,1
EAF,INDIA,ER,JH,2023,BF_EAF_CCUS,0
EAF,INDIA,ER,JH,2023,DRI_EAF_H2,0
EAF,INDIA,ER,JH,2023,COREX_EAF_COAL,0
EAF,INDIA,ER,JH,2023,DRI_EAF_COAL,0.149433082
BOF,INDIA,ER,OD,2023,BF_BOF,1
EAF,INDIA,ER,OD,2023,COREX_EAF_COAL,0
EAF,INDIA,ER,OD,2023,COREX_EAF_CCUS,0
EAF,INDIA,ER,OD,2023,DRI_EAF_H2,0
BOF,INDIA,ER,OD,2023,BF_BOF_CCUS,0
EAF,INDIA,ER,OD,2023,DRI_EAF_COAL,0.149433082
EAF,INDIA,ER,OD,2023,DRI_EAF_NATGAS,0.279060301
IF,INDIA,ER,OD,2023,DRI_IF_COAL,0.459943999
IF,INDIA,ER,OD,2023,SCRAP_IF,0.540056001
EAF,INDIA,ER,OD,2023,BF_EAF_CCUS,0
EAF,INDIA,ER,OD,2023,SCRAP_EAF,0.186033007
EAF,INDIA,ER,OD,2023,BF_EAF,0.38547361
EAF,INDIA,ER,SK,2023,DRI_EAF_H2,0
EAF,INDIA,ER,SK,2023,COREX_EAF_COAL,0
EAF,INDIA,ER,SK,2023,COREX_EAF_CCUS,0
BOF,INDIA,ER,SK,2023,BF_BOF,0
BOF,INDIA,ER,SK,2023,BF_BOF_CCUS,0
EAF,INDIA,ER,SK,2023,DRI_EAF_COAL,0
EAF,INDIA,ER,SK,2023,BF_EAF_CCUS,0
IF,INDIA,ER,SK,2023,DRI_IF_COAL,0
IF,INDIA,ER,SK,2023,SCRAP_IF,0
EAF,INDIA,ER,SK,2023,DRI_EAF_NATGAS,0
EAF,INDIA,ER,SK,2023,SCRAP_EAF,0
EAF,INDIA,ER,SK,2023,BF_EAF,0
EAF,INDIA,ER,WB,2023,DRI_EAF_H2,0
EAF,INDIA,ER,WB,2023,COREX_EAF_COAL,0
EAF,INDIA,ER,WB,2023,COREX_EAF_CCUS,0
BOF,INDIA,ER,WB,2023,BF_BOF,1
BOF,INDIA,ER,WB,2023,BF_BOF_CCUS,0
EAF,INDIA,ER,WB,2023,DRI_EAF_COAL,0.149433082
EAF,INDIA,ER,WB,2023,BF_EAF_CCUS,0
IF,INDIA,ER,WB,2023,DRI_IF_COAL,0.459943999
IF,INDIA,ER,WB,2023,SCRAP_IF,0.540056001
EAF,INDIA,ER,WB,2023,DRI_EAF_NATGAS,0.279060301
EAF,INDIA,ER,WB,2023,SCRAP_EAF,0.186033007
EAF,INDIA,ER,WB,2023,BF_EAF,0.38547361
EAF,INDIA,NER,AS,2023,DRI_EAF_H2,0
EAF,INDIA,NER,AS,2023,COREX_EAF_COAL,0
EAF,INDIA,NER,AS,2023,COREX_EAF_CCUS,0
BOF,INDIA,NER,AS,2023,BF_BOF,0
BOF,INDIA,NER,AS,2023,BF_BOF_CCUS,0
EAF,INDIA,NER,AS,2023,DRI_EAF_COAL,0
EAF,INDIA,NER,AS,2023,BF_EAF_CCUS,0
IF,INDIA,NER,AS,2023,DRI_IF_COAL,0.459943999
IF,INDIA,NER,AS,2023,SCRAP_IF,0.540056001
EAF,INDIA,NER,AS,2023,DRI_EAF_NATGAS,0
EAF,INDIA,NER,AS,2023,SCRAP_EAF,0
EAF,INDIA,NER,AS,2023,BF_EAF,0
EAF,INDIA,NER,NE,2023,DRI_EAF_H2,0
EAF,INDIA,NER,NE,2023,COREX_EAF_COAL,0
EAF,INDIA,NER,NE,2023,COREX_EAF_CCUS,0
BOF,INDIA,NER,NE,2023,BF_BOF,0
BOF,INDIA,NER,NE,2023,BF_BOF_CCUS,0
EAF,INDIA,NER,NE,2023,DRI_EAF_COAL,0
EAF,INDIA,NER,NE,2023,BF_EAF_CCUS,0
IF,INDIA,NER,NE,2023,DRI_IF_COAL,0.459943999
IF,INDIA,NER,NE,2023,SCRAP_IF,0.540056001
EAF,INDIA,NER,NE,2023,DRI_EAF_NATGAS,0
EAF,INDIA,NER,NE,2023,SCRAP_EAF,0
EAF,INDIA,NER,NE,2023,BF_EAF,0
EAF,INDIA,NR,DL,2023,DRI_EAF_H2,0
EAF,INDIA,NR,DL,2023,COREX_EAF_COAL,0
EAF,INDIA,NR,DL,2023,COREX_EAF_CCUS,0
BOF,INDIA,NR,DL,2023,BF_BOF,0
BOF,INDIA,NR,DL,2023,BF_BOF_CCUS,0
EAF,INDIA,NR,DL,2023,DRI_EAF_COAL,0
EAF,INDIA,NR,DL,2023,BF_EAF_CCUS,0
IF,INDIA,NR,DL,2023,DRI_IF_COAL,0.459943999
IF,INDIA,NR,DL,2023,SCRAP_IF,0.540056001
EAF,INDIA,NR,DL,2023,DRI_EAF_NATGAS,0
EAF,INDIA,NR,DL,2023,SCRAP_EAF,0
EAF,INDIA,NR,DL,2023,BF_EAF,0
EAF,INDIA,NR,HP,2023,BF_EAF,0
EAF,INDIA,NR,HP,2023,SCRAP_EAF,0
EAF,INDIA,NR,HP,2023,DRI_EAF_NATGAS,0
IF,INDIA,NR,HP,2023,SCRAP_IF,0.540056001
IF,INDIA,NR,HP,2023,DRI_IF_COAL,0.459943999
EAF,INDIA,NR,HP,2023,BF_EAF_CCUS,0
EAF,INDIA,NR,HP,2023,DRI_EAF_COAL,0
BOF,INDIA,NR,HP,2023,BF_BOF_CCUS,0
BOF,INDIA,NR,HP,2023,BF_BOF,0
EAF,INDIA,NR,HP,2023,COREX_EAF_CCUS,0
EAF,INDIA,NR,HP,2023,COREX_EAF_COAL,0
EAF,INDIA,NR,HP,2023,DRI_EAF_H2,0
EAF,INDIA,NR,HR,2023,DRI_EAF_H2,0
EAF,INDIA,NR,HR,2023,COREX_EAF_COAL,0
EAF,INDIA,NR,HR,2023,COREX_EAF_CCUS,0
BOF,INDIA,NR,HR,2023,BF_BOF,0
BOF,INDIA,NR,HR,2023,BF_BOF_CCUS,0
EAF,INDIA,NR,HR,2023,DRI_EAF_COAL,0.149433082
EAF,INDIA,NR,HR,2023,BF_EAF_CCUS,0
IF,INDIA,NR,HR,2023,DRI_IF_COAL,0.459943999
IF,INDIA,NR,HR,2023,SCRAP_IF,0.540056001
EAF,INDIA,NR,HR,2023,DRI_EAF_NATGAS,0.279060301
EAF,INDIA,NR,HR,2023,SCRAP_EAF,0.186033007
EAF,INDIA,NR,HR,2023,BF_EAF,0.38547361
EAF,INDIA,NR,JK,2023,BF_EAF,0
EAF,INDIA,NR,JK,2023,SCRAP_EAF,0
EAF,INDIA,NR,JK,2023,DRI_EAF_NATGAS,0
IF,INDIA,NR,JK,2023,SCRAP_IF,0.540056001
IF,INDIA,NR,JK,2023,DRI_IF_COAL,0.459943999
EAF,INDIA,NR,JK,2023,BF_EAF_CCUS,0
EAF,INDIA,NR,JK,2023,DRI_EAF_COAL,0
BOF,INDIA,NR,JK,2023,BF_BOF_CCUS,0
BOF,INDIA,NR,JK,2023,BF_BOF,0
EAF,INDIA,NR,JK,2023,COREX_EAF_CCUS,0
EAF,INDIA,NR,JK,2023,COREX_EAF_COAL,0
EAF,INDIA,NR,JK,2023,DRI_EAF_H2,0
EAF,INDIA,NR,PB,2023,BF_EAF_CCUS,0
EAF,INDIA,NR,PB,2023,BF_EAF,0.38547361
EAF,INDIA,NR,PB,2023,SCRAP_EAF,0.186033007
BOF,INDIA,NR,PB,2023,BF_BOF,0
IF,INDIA,NR,PB,2023,SCRAP_IF,0.540056001
