ServiceTech,ConsumerType1,ConsumerType2,ModelGeography,SubGeography1,SubGeography2,EfficiencyLevelName,Year,SplitShare
FRIDGE,URBAN,Q1,INDIA,SR,AP,3STAR,2021,0.4
FRIDGE,URBAN,Q1,INDIA,SR,AP,3STAR,2022,0.4
FRIDGE,URBAN,Q1,INDIA,SR,AP,3STAR,2023,0.4
FRIDGE,URBAN,Q1,INDIA,SR,AP,3STAR,2024,0.4
FRIDGE,URBAN,Q1,INDIA,SR,AP,3STAR,2025,0.4
FRIDGE,URBAN,Q1,INDIA,SR,AP,3STAR,2026,0.4
FRIDGE,URBAN,Q1,INDIA,SR,AP,3STAR,2027,0.4
FRIDGE,URBAN,Q1,INDIA,SR,AP,3STAR,2028,0.4
FRIDGE,URBAN,Q1,INDIA,SR,AP,3STAR,2029,0.4
FRIDGE,URBAN,Q1,INDIA,SR,AP,3STAR,2030,0.4
FRIDGE,URBAN,Q1,INDIA,SR,AP,3STAR,2031,0.4
FRIDGE,RURAL,Q1,INDIA,SR,AP,3STAR,2021,0.4
FRIDGE,RURAL,Q1,INDIA,SR,AP,3STAR,2022,0.4
FRIDGE,RURAL,Q1,INDIA,SR,AP,3STAR,2023,0.4
FRIDGE,RURAL,Q1,INDIA,SR,AP,3STAR,2024,0.4
FRIDGE,RURAL,Q1,INDIA,SR,AP,3STAR,2025,0.4
FRIDGE,RURAL,Q1,INDIA,SR,AP,3STAR,2026,0.4
FRIDGE,RURAL,Q1,INDIA,SR,AP,3STAR,2027,0.4
FRIDGE,RURAL,Q1,INDIA,SR,AP,3STAR,2028,0.4
FRIDGE,RURAL,Q1,INDIA,SR,AP,3STAR,2029,0.4
FRIDGE,RURAL,Q1,INDIA,SR,AP,3STAR,2030,0.4
FRIDGE,RURAL,Q1,INDIA,SR,AP,3STAR,2031,0.4
FRIDGE,URBAN,Q1,INDIA,NER,AS,3STAR,2021,0.4
FRIDGE,URBAN,Q1,INDIA,NER,AS,3STAR,2022,0.4
FRIDGE,URBAN,Q1,INDIA,NER,AS,3STAR,2023,0.4
FRIDGE,URBAN,Q1,INDIA,NER,AS,3STAR,2024,0.4
FRIDGE,URBAN,Q1,INDIA,NER,AS,3STAR,2025,0.4
FRIDGE,URBAN,Q1,INDIA,NER,AS,3STAR,2026,0.4
FRIDGE,URBAN,Q1,INDIA,NER,AS,3STAR,2027,0.4
FRIDGE,URBAN,Q1,INDIA,NER,AS,3STAR,2028,0.4
FRIDGE,URBAN,Q1,INDIA,NER,AS,3STAR,2029,0.4
FRIDGE,URBAN,Q1,INDIA,NER,AS,3STAR,2030,0.4
FRIDGE,URBAN,Q1,INDIA,NER,AS,3STAR,2031,0.4
FRIDGE,RURAL,Q1,INDIA,NER,AS,3STAR,2021,0.4
FRIDGE,RURAL,Q1,INDIA,NER,AS,3STAR,2022,0.4
FRIDGE,RURAL,Q1,INDIA,NER,AS,3STAR,2023,0.4
FRIDGE,RURAL,Q1,INDIA,NER,AS,3STAR,2024,0.4
FRIDGE,RURAL,Q1,INDIA,NER,AS,3STAR,2025,0.4
FRIDGE,RURAL,Q1,INDIA,NER,AS,3STAR,2026,0.4
FRIDGE,RURAL,Q1,INDIA,NER,AS,3STAR,2027,0.4
FRIDGE,RURAL,Q1,INDIA,NER,AS,3STAR,2028,0.4
FRIDGE,RURAL,Q1,INDIA,NER,AS,3STAR,2029,0.4
FRIDGE,RURAL,Q1,INDIA,NER,AS,3STAR,2030,0.4
FRIDGE,RURAL,Q1,INDIA,NER,AS,3STAR,2031,0.4
FRIDGE,URBAN,Q1,INDIA,ER,BR,3STAR,2021,0.4
FRIDGE,URBAN,Q1,INDIA,ER,BR,3STAR,2022,0.4
FRIDGE,URBAN,Q1,INDIA,ER,BR,3STAR,2023,0.4
FRIDGE,URBAN,Q1,INDIA,ER,BR,3STAR,2024,0.4
FRIDGE,URBAN,Q1,INDIA,ER,BR,3STAR,2025,0.4
FRIDGE,URBAN,Q1,INDIA,ER,BR,3STAR,2026,0.4
FRIDGE,URBAN,Q1,INDIA,ER,BR,3STAR,2027,0.4
FRIDGE,URBAN,Q1,INDIA,ER,BR,3STAR,2028,0.4
FRIDGE,URBAN,Q1,INDIA,ER,BR,3STAR,2029,0.4
FRIDGE,URBAN,Q1,INDIA,ER,BR,3STAR,2030,0.4
FRIDGE,URBAN,Q1,INDIA,ER,BR,3STAR,2031,0.4
FRIDGE,RURAL,Q1,INDIA,ER,BR,3STAR,2021,0.4
FRIDGE,RURAL,Q1,INDIA,ER,BR,3STAR,2022,0.4
FRIDGE,RURAL,Q1,INDIA,ER,BR,3STAR,2023,0.4
FRIDGE,RURAL,Q1,INDIA,ER,BR,3STAR,2024,0.4
FRIDGE,RURAL,Q1,INDIA,ER,BR,3STAR,2025,0.4
FRIDGE,RURAL,Q1,INDIA,ER,BR,3STAR,2026,0.4
FRIDGE,RURAL,Q1,INDIA,ER,BR,3STAR,2027,0.4
FRIDGE,RURAL,Q1,INDIA,ER,BR,3STAR,2028,0.4
FRIDGE,RURAL,Q1,INDIA,ER,BR,3STAR,2029,0.4
FRIDGE,RURAL,Q1,INDIA,ER,BR,3STAR,2030,0.4
FRIDGE,RURAL,Q1,INDIA,ER,BR,3STAR,2031,0.4
FRIDGE,URBAN,Q1,INDIA,WR,CG,3STAR,2021,0.4
FRIDGE,URBAN,Q1,INDIA,WR,CG,3STAR,2022,0.4
FRIDGE,URBAN,Q1,INDIA,WR,CG,3STAR,2023,0.4
FRIDGE,URBAN,Q1,INDIA,WR,CG,3STAR,2024,0.4
FRIDGE,URBAN,Q1,INDIA,WR,CG,3STAR,2025,0.4
