ServiceTech,ConsumerType1,ConsumerType2,ModelGeography,SubGeography1,SubGeography2,EfficiencyLevelName,Year,SplitShare
AC,RURAL,Q1,INDIA,WR,GA,3STAR,2029,0.58
AC,RURAL,Q1,INDIA,WR,GA,3STAR,2030,0.58
AC,RURAL,Q1,INDIA,WR,GA,3STAR,2031,0.58
AC,URBAN,Q1,INDIA,WR,GJ,3STAR,2021,0.58
AC,URBAN,Q1,INDIA,WR,GJ,3STAR,2022,0.58
AC,URBAN,Q1,INDIA,WR,GJ,3STAR,2023,0.58
AC,URBAN,Q1,INDIA,WR,GJ,3STAR,2024,0.58
AC,URBAN,Q1,INDIA,WR,GJ,3STAR,2025,0.58
AC,URBAN,Q1,INDIA,WR,GJ,3STAR,2026,0.58
AC,URBAN,Q1,INDIA,WR,GJ,3STAR,2027,0.58
AC,URBAN,Q1,INDIA,WR,GJ,3STAR,2028,0.58
AC,URBAN,Q1,INDIA,WR,GJ,3STAR,2029,0.58
AC,URBAN,Q1,INDIA,WR,GJ,3STAR,2030,0.58
AC,URBAN,Q1,INDIA,WR,GJ,3STAR,2031,0.58
AC,RURAL,Q1,INDIA,WR,GJ,3STAR,2021,0.58
AC,RURAL,Q1,INDIA,WR,GJ,3STAR,2022,0.58
AC,RURAL,Q1,INDIA,WR,GJ,3STAR,2023,0.58
AC,RURAL,Q1,INDIA,WR,GJ,3STAR,2024,0.58
AC,RURAL,Q1,INDIA,WR,GJ,3STAR,2025,0.58
AC,RURAL,Q1,INDIA,WR,GJ,3STAR,2026,0.58
AC,RURAL,Q1,INDIA,WR,GJ,3STAR,2027,0.58
AC,RURAL,Q1,INDIA,WR,GJ,3STAR,2028,0.58
AC,RURAL,Q1,INDIA,WR,GJ,3STAR,2029,0.58
AC,RURAL,Q1,INDIA,WR,GJ,3STAR,2030,0.58
AC,RURAL,Q1,INDIA,WR,GJ,3STAR,2031,0.58
AC,URBAN,Q1,INDIA,NR,HR,3STAR,2021,0.58
AC,URBAN,Q1,INDIA,NR,HR,3STAR,2022,0.58
AC,URBAN,Q1,INDIA,NR,HR,3STAR,2023,0.58
AC,URBAN,Q1,INDIA,NR,HR,3STAR,2024,0.58
AC,URBAN,Q1,INDIA,NR,HR,3STAR,2025,0.58
AC,URBAN,Q1,INDIA,NR,HR,3STAR,2026,0.58
AC,URBAN,Q1,INDIA,NR,HR,3STAR,2027,0.58
AC,URBAN,Q1,INDIA,NR,HR,3STAR,2028,0.58
AC,URBAN,Q1,INDIA,NR,HR,3STAR,2029,0.58
AC,URBAN,Q1,INDIA,NR,HR,3STAR,2030,0.58
AC,URBAN,Q1,INDIA,NR,HR,3STAR,2031,0.58
AC,RURAL,Q1,INDIA,NR,HR,3STAR,2021,0.58
AC,RURAL,Q1,INDIA,NR,HR,3STAR,2022,0.58
AC,RURAL,Q1,INDIA,NR,HR,3STAR,2023,0.58
AC,RURAL,Q1,INDIA,NR,HR,3STAR,2024,0.58
AC,RURAL,Q1,INDIA,NR,HR,3STAR,2025,0.58
AC,RURAL,Q1,INDIA,NR,HR,3STAR,2026,0.58
AC,RURAL,Q1,INDIA,NR,HR,3STAR,2027,0.58
AC,RURAL,Q1,INDIA,NR,HR,3STAR,2028,0.58
AC,RURAL,Q1,INDIA,NR,HR,3STAR,2029,0.58
AC,RURAL,Q1,INDIA,NR,HR,3STAR,2030,0.58
AC,RURAL,Q1,INDIA,NR,HR,3STAR,2031,0.58
AC,URBAN,Q1,INDIA,NR,HP,3STAR,2021,0.58
AC,URBAN,Q1,INDIA,NR,HP,3STAR,2022,0.58
AC,URBAN,Q1,INDIA,NR,HP,3STAR,2023,0.58
AC,URBAN,Q1,INDIA,NR,HP,3STAR,2024,0.58
AC,URBAN,Q1,INDIA,NR,HP,3STAR,2025,0.58
AC,URBAN,Q1,INDIA,NR,HP,3STAR,2026,0.58
AC,URBAN,Q1,INDIA,NR,HP,3STAR,2027,0.58
AC,URBAN,Q1,INDIA,NR,HP,3STAR,2028,0.58
AC,URBAN,Q1,INDIA,NR,HP,3STAR,2029,0.58
AC,URBAN,Q1,INDIA,NR,HP,3STAR,2030,0.58
AC,URBAN,Q1,INDIA,NR,HP,3STAR,2031,0.58
AC,RURAL,Q1,INDIA,NR,HP,3STAR,2021,0.58
AC,RURAL,Q1,INDIA,NR,HP,3STAR,2022,0.58
AC,RURAL,Q1,INDIA,NR,HP,3STAR,2023,0.58
AC,RURAL,Q1,INDIA,NR,HP,3STAR,2024,0.58
AC,RURAL,Q1,INDIA,NR,HP,3STAR,2025,0.58
AC,RURAL,Q1,INDIA,NR,HP,3STAR,2026,0.58
AC,RURAL,Q1,INDIA,NR,HP,3STAR,2027,0.58
AC,RURAL,Q1,INDIA,NR,HP,3STAR,2028,0.58
AC,RURAL,Q1,INDIA,NR,HP,3STAR,2029,0.58
AC,RURAL,Q1,INDIA,NR,HP,3STAR,2030,0.58
AC,RURAL,Q1,INDIA,NR,HP,3STAR,2031,0.58
AC,URBAN,Q1,INDIA,NR,JK,3STAR,2021,0.58
AC,URBAN,Q1,INDIA,NR,JK,3STAR,2022,0.58
AC,URBAN,Q1,INDIA,NR,JK,3STAR,2023,0.58
AC,URBAN,Q1,INDIA,NR,JK,3STAR,2024,0.58
AC,URBAN,Q1,INDIA,NR,JK,3STAR,2025,0.58
AC,URBAN,Q1,INDIA,NR,JK,3STAR,2026,0.58
AC,URBAN,Q1,INDIA,NR,JK,3STAR,2027,0.58
AC,URBAN,Q1,INDIA,NR,JK,3STAR,2028,0.58
AC,URBAN,Q1,INDIA,NR,JK,3STAR,2029,0.58
AC,URBAN,Q1,INDIA,NR,JK,3STAR,2030,0.58
AC,URBAN,Q1,INDIA,NR,JK,3STAR,2031,0.58
AC,RURAL,Q1,INDIA,NR,JK,3STAR,2021,0.58
AC,RURAL,Q1,INDIA,NR,JK,3STAR,2022,0.58
AC,RURAL,Q1,INDIA,NR,JK,3STAR,2023,0.58
AC,RURAL,Q1,INDIA,NR,JK,3STAR,2024,0.58
AC,RURAL,Q1,INDIA,NR,JK,3STAR,2025,0.58
AC,RURAL,Q1,INDIA,NR,JK,3STAR,2026,0.58
AC,RURAL,Q1,INDIA,NR,JK,3STAR,2027,0.58
AC,RURAL,Q1,INDIA,NR,JK,3STAR,2028,0.58
AC,RURAL,Q1,INDIA,NR,JK,3STAR,2029,0.58
AC,RURAL,Q1,INDIA,NR,JK,3STAR,2030,0.58
AC,RURAL,Q1,INDIA,NR,JK,3STAR,2031,0.58
AC,URBAN,Q1,INDIA,ER,JH,3STAR,2021,0.58
AC,URBAN,Q1,INDIA,ER,JH,3STAR,2022,0.58
AC,URBAN,Q1,INDIA,ER,JH,3STAR,2023,0.58
AC,URBAN,Q1,INDIA,ER,JH,3STAR,2024,0.58
AC,URBAN,Q1,INDIA,ER,JH,3STAR,2025,0.58
AC,URBAN,Q1,INDIA,ER,JH,3STAR,2026,0.58
AC,URBAN,Q1,INDIA,ER,JH,3STAR,2027,0.58
AC,URBAN,Q1,INDIA,ER,JH,3STAR,2028,0.58
AC,URBAN,Q1,INDIA,ER,JH,3STAR,2029,0.58
AC,URBAN,Q1,INDIA,ER,JH,3STAR,2030,0.58
AC,URBAN,Q1,INDIA,ER,JH,3STAR,2031,0.58
AC,RURAL,Q1,INDIA,ER,JH,3STAR,2021,0.58
AC,RURAL,Q1,INDIA,ER,JH,3STAR,2022,0.58
AC,RURAL,Q1,INDIA,ER,JH,3STAR,2023,0.58
AC,RURAL,Q1,INDIA,ER,JH,3STAR,2024,0.58
AC,RURAL,Q1,INDIA,ER,JH,3STAR,2025,0.58
AC,RURAL,Q1,INDIA,ER,JH,3STAR,2026,0.58
AC,RURAL,Q1,INDIA,ER,JH,3STAR,2027,0.58
AC,RURAL,Q1,INDIA,ER,JH,3STAR,2028,0.58
AC,RURAL,Q1,INDIA,ER,JH,3STAR,2029,0.58
AC,RURAL,Q1,INDIA,ER,JH,3STAR,2030,0.58
AC,RURAL,Q1,INDIA,ER,JH,3STAR,2031,0.58
AC,URBAN,Q1,INDIA,SR,KA,3STAR,2021,0.58
AC,URBAN,Q1,INDIA,SR,KA,3STAR,2022,0.58
AC,URBAN,Q1,INDIA,SR,KA,3STAR,2023,0.58
AC,URBAN,Q1,INDIA,SR,KA,3STAR,2024,0.58
AC,URBAN,Q1,INDIA,SR,KA,3STAR,2025,0.58
AC,URBAN,Q1,INDIA,SR,KA,3STAR,2026,0.58
AC,URBAN,Q1,INDIA,SR,KA,3STAR,2027,0.58
AC,URBAN,Q1,INDIA,SR,KA,3STAR,2028,0.58
AC,URBAN,Q1,INDIA,SR,KA,3STAR,2029,0.58
AC,URBAN,Q1,INDIA,SR,KA,3STAR,2030,0.58
AC,URBAN,Q1,INDIA,SR,KA,3STAR,2031,0.58
AC,RURAL,Q1,INDIA,SR,KA,3STAR,2021,0.58
AC,RURAL,Q1,INDIA,SR,KA,3STAR,2022,0.58
AC,RURAL,Q1,INDIA,SR,KA,3STAR,2023,0.58
AC,RURAL,Q1,INDIA,SR,KA,3STAR,2024,0.58
AC,RURAL,Q1,INDIA,SR,KA,3STAR,2025,0.58
AC,RURAL,Q1,INDIA,SR,KA,3STAR,2026,0.58
AC,RURAL,Q1,INDIA,SR,KA,3STAR,2027,0.58
AC,RURAL,Q1,INDIA,SR,KA,3STAR,2028,0.58
AC,RURAL,Q1,INDIA,SR,KA,3STAR,2029,0.58
AC,RURAL,Q1,INDIA,SR,KA,3STAR,2030,0.58
AC,RURAL,Q1,INDIA,SR,KA,3STAR,2031,0.58
AC,URBAN,Q1,INDIA,SR,KL,3STAR,2021,0.58
AC,URBAN,Q1,INDIA,SR,KL,3STAR,2022,0.58
AC,URBAN,Q1,INDIA,SR,KL,3STAR,2023,0.58
AC,URBAN,Q1,INDIA,SR,KL,3STAR,2024,0.58
AC,URBAN,Q1,INDIA,SR,KL,3STAR,2025,0.58
AC,URBAN,Q1,INDIA,SR,KL,3STAR,2026,0.58
AC,URBAN,Q1,INDIA,SR,KL,3STAR,2027,0.58
AC,URBAN,Q1,INDIA,SR,KL,3STAR,2028,0.58
AC,URBAN,Q1,INDIA,SR,KL,3STAR,2029,0.58
AC,URBAN,Q1,INDIA,SR,KL,3STAR,2030,0.58
AC,URBAN,Q1,INDIA,SR,KL,3STAR,2031,0.58
AC,RURAL,Q1,INDIA,SR,KL,3STAR,2021,0.58
AC,RURAL,Q1,INDIA,SR,KL,3STAR,2022,0.58
AC,RURAL,Q1,INDIA,SR,KL,3STAR,2023,0.58
AC,RURAL,Q1,INDIA,SR,KL,3STAR,2024,0.58
AC,RURAL,Q1,INDIA,SR,KL,3STAR,2025,0.58
AC,RURAL,Q1,INDIA,SR,KL,3STAR,2026,0.58
AC,RURAL,Q1,INDIA,SR,KL,3STAR,2027,0.58
AC,RURAL,Q1,INDIA,SR,KL,3STAR,2028,0.58
AC,RURAL,Q1,INDIA,SR,KL,3STAR,2029,0.58
AC,RURAL,Q1,INDIA,SR,KL,3STAR,2030,0.58
AC,RURAL,Q1,INDIA,SR,KL,3STAR,2031,0.58
AC,URBAN,Q1,INDIA,WR,MP,3STAR,2021,0.58
AC,URBAN,Q1,INDIA,WR,MP,3STAR,2022,0.58
AC,URBAN,Q1,INDIA,WR,MP,3STAR,2023,0.58
AC,URBAN,Q1,INDIA,WR,MP,3STAR,2024,0.58
AC,URBAN,Q1,INDIA,WR,MP,3STAR,2025,0.58
AC,URBAN,Q1,INDIA,WR,MP,3STAR,2026,0.58
AC,URBAN,Q1,INDIA,WR,MP,3STAR,2027,0.58
AC,URBAN,Q1,INDIA,WR,MP,3STAR,2028,0.58
AC,URBAN,Q1,INDIA,WR,MP,3STAR,2029,0.58
AC,URBAN,Q1,INDIA,WR,MP,3STAR,2030,0.58
AC,URBAN,Q1,INDIA,WR,MP,3STAR,2031,0.58
AC,RURAL,Q1,INDIA,WR,MP,3STAR,2021,0.58
AC,RURAL,Q1,INDIA,WR,MP,3STAR,2022,0.58
AC,RURAL,Q1,INDIA,WR,MP,3STAR,2023,0.58
AC,RURAL,Q1,INDIA,WR,MP,3STAR,2024,0.58
AC,RURAL,Q1,INDIA,WR,MP,3STAR,2025,0.58
AC,RURAL,Q1,INDIA,WR,MP,3STAR,2026,0.58
AC,RURAL,Q1,INDIA,WR,MP,3STAR,2027,0.58
AC,RURAL,Q1,INDIA,WR,MP,3STAR,2028,0.58
AC,RURAL,Q1,INDIA,WR,MP,3STAR,2029,0.58
AC,RURAL,Q1,INDIA,WR,MP,3STAR,2030,0.58
AC,RURAL,Q1,INDIA,WR,MP,3STAR,2031,0.58
AC,URBAN,Q1,INDIA,WR,MH,3STAR,2021,0.58
AC,URBAN,Q1,INDIA,WR,MH,3STAR,2022,0.58
AC,URBAN,Q1,INDIA,WR,MH,3STAR,2023,0.58
AC,URBAN,Q1,INDIA,WR,MH,3STAR,2024,0.58
AC,URBAN,Q1,INDIA,WR,MH,3STAR,2025,0.58
AC,URBAN,Q1,INDIA,WR,MH,3STAR,2026,0.58
AC,URBAN,Q1,INDIA,WR,MH,3STAR,2027,0.58
AC,URBAN,Q1,INDIA,WR,MH,3STAR,2028,0.58
AC,URBAN,Q1,INDIA,WR,MH,3STAR,2029,0.58
AC,URBAN,Q1,INDIA,WR,MH,3STAR,2030,0.58
AC,URBAN,Q1,INDIA,WR,MH,3STAR,2031,0.58
AC,RURAL,Q1,INDIA,WR,MH,3STAR,2021,0.58
AC,RURAL,Q1,INDIA,WR,MH,3STAR,2022,0.58
AC,RURAL,Q1,INDIA,WR,MH,3STAR,2023,0.58
AC,RURAL,Q1,INDIA,WR,MH,3STAR,2024,0.58
AC,RURAL,Q1,INDIA,WR,MH,3STAR,2025,0.58
AC,RURAL,Q1,INDIA,WR,MH,3STAR,2026,0.58
AC,RURAL,Q1,INDIA,WR,MH,3STAR,2027,0.58
AC,RURAL,Q1,INDIA,WR,MH,3STAR,2028,0.58
AC,RURAL,Q1,INDIA,WR,MH,3STAR,2029,0.58
AC,RURAL,Q1,INDIA,WR,MH,3STAR,2030,0.58
AC,RURAL,Q1,INDIA,WR,MH,3STAR,2031,0.58
AC,URBAN,Q1,INDIA,ER,OD,3STAR,2021,0.58
AC,URBAN,Q1,INDIA,ER,OD,3STAR,2022,0.58
AC,URBAN,Q1,INDIA,ER,OD,3STAR,2023,0.58
AC,URBAN,Q1,INDIA,ER,OD,3STAR,2024,0.58
AC,URBAN,Q1,INDIA,ER,OD,3STAR,2025,0.58
AC,URBAN,Q1,INDIA,ER,OD,3STAR,2026,0.58
AC,URBAN,Q1,INDIA,ER,OD,3STAR,2027,0.58
AC,URBAN,Q1,INDIA,ER,OD,3STAR,2028,0.58
AC,URBAN,Q1,INDIA,ER,OD,3STAR,2029,0.58
AC,URBAN,Q1,INDIA,ER,OD,3STAR,2030,0.58
AC,URBAN,Q1,INDIA,ER,OD,3STAR,2031,0.58
AC,RURAL,Q1,INDIA,ER,OD,3STAR,2021,0.58
AC,RURAL,Q1,INDIA,ER,OD,3STAR,2022,0.58
AC,RURAL,Q1,INDIA,ER,OD,3STAR,2023,0.58
AC,RURAL,Q1,INDIA,ER,OD,3STAR,2024,0.58
AC,RURAL,Q1,INDIA,ER,OD,3STAR,2025,0.58
AC,RURAL,Q1,INDIA,ER,OD,3STAR,2026,0.58
AC,RURAL,Q1,INDIA,ER,OD,3STAR,2027,0.58
AC,RURAL,Q1,INDIA,ER,OD,3STAR,2028,0.58
AC,RURAL,Q1,INDIA,ER,OD,3STAR,2029,0.58
AC,RURAL,Q1,INDIA,ER,OD,3STAR,2030,0.58
AC,RURAL,Q1,INDIA,ER,OD,3STAR,2031,0.58
AC,URBAN,Q1,INDIA,NR,PB,3STAR,2021,0.58
AC,URBAN,Q1,INDIA,NR,PB,3STAR,2022,0.58
AC,URBAN,Q1,INDIA,NR,PB,3STAR,2023,0.58
AC,URBAN,Q1,INDIA,NR,PB,3STAR,2024,0.58
AC,URBAN,Q1,INDIA,NR,PB,3STAR,2025,0.58
AC,URBAN,Q1,INDIA,NR,PB,3STAR,2026,0.58
AC,URBAN,Q1,INDIA,NR,PB,3STAR,2027,0.58
AC,URBAN,Q1,INDIA,NR,PB,3STAR,2028,0.58
AC,URBAN,Q1,INDIA,NR,PB,3STAR,2029,0.58
AC,URBAN,Q1,INDIA,NR,PB,3STAR,2030,0.58
AC,URBAN,Q1,INDIA,NR,PB,3STAR,2031,0.58
AC,RURAL,Q1,INDIA,NR,PB,3STAR,2021,0.58
AC,RURAL,Q1,INDIA,NR,PB,3STAR,2022,0.58
AC,RURAL,Q1,INDIA,NR,PB,3STAR,2023,0.58
AC,RURAL,Q1,INDIA,NR,PB,3STAR,2024,0.58
AC,RURAL,Q1,INDIA,NR,PB,3STAR,2025,0.58
AC,RURAL,Q1,INDIA,NR,PB,3STAR,2026,0.58
AC,RURAL,Q1,INDIA,NR,PB,3STAR,2027,0.58
AC,RURAL,Q1,INDIA,NR,PB,3STAR,2028,0.58
AC,RURAL,Q1,INDIA,NR,PB,3STAR,2029,0.58
AC,RURAL,Q1,INDIA,NR,PB,3STAR,2030,0.58
AC,RURAL,Q1,INDIA,NR,PB,3STAR,2031,0.58
AC,URBAN,Q1,INDIA,NR,RJ,3STAR,2021,0.58
AC,URBAN,Q1,INDIA,NR,RJ,3STAR,2022,0.58
AC,URBAN,Q1,INDIA,NR,RJ,3STAR,2023,0.58
AC,URBAN,Q1,INDIA,NR,RJ,3STAR,2024,0.58
AC,URBAN,Q1,INDIA,NR,RJ,3STAR,2025,0.58
AC,URBAN,Q1,INDIA,NR,RJ,3STAR,2026,0.58
AC,URBAN,Q1,INDIA,NR,RJ,3STAR,2027,0.58
AC,URBAN,Q1,INDIA,NR,RJ,3STAR,2028,0.58
AC,URBAN,Q1,INDIA,NR,RJ,3STAR,2029,0.58
AC,URBAN,Q1,INDIA,NR,RJ,3STAR,2030,0.58
AC,URBAN,Q1,INDIA,NR,RJ,3STAR,2031,0.58
AC,RURAL,Q1,INDIA,NR,RJ,3STAR,2021,0.58
AC,RURAL,Q1,INDIA,NR,RJ,3STAR,2022,0.58
AC,RURAL,Q1,INDIA,NR,RJ,3STAR,2023,0.58
AC,RURAL,Q1,INDIA,NR,RJ,3STAR,2024,0.58
AC,RURAL,Q1,INDIA,NR,RJ,3STAR,2025,0.58
AC,RURAL,Q1,INDIA,NR,RJ,3STAR,2026,0.58
AC,RURAL,Q1,INDIA,NR,RJ,3STAR,2027,0.58
AC,RURAL,Q1,INDIA,NR,RJ,3STAR,2028,0.58
AC,RURAL,Q1,INDIA,NR,RJ,3STAR,2029,0.58
AC,RURAL,Q1,INDIA,NR,RJ,3STAR,2030,0.58
AC,RURAL,Q1,INDIA,NR,RJ,3STAR,2031,0.58
AC,URBAN,Q1,INDIA,SR,TN,3STAR,2021,0.58
AC,URBAN,Q1,INDIA,SR,TN,3STAR,2022,0.58
AC,URBAN,Q1,INDIA,SR,TN,3STAR,2023,0.58
AC,URBAN,Q1,INDIA,SR,TN,3STAR,2024,0.58
AC,URBAN,Q1,INDIA,SR,TN,3STAR,2025,0.58
AC,URBAN,Q1,INDIA,SR,TN,3STAR,2026,0.58
AC,URBAN,Q1,INDIA,SR,TN,3STAR,2027,0.58
AC,URBAN,Q1,INDIA,SR,TN,3STAR,2028,0.58
AC,URBAN,Q1,INDIA,SR,TN,3STAR,2029,0.58
AC,URBAN,Q1,INDIA,SR,TN,3STAR,2030,0.58
AC,URBAN,Q1,INDIA,SR,TN,3STAR,2031,0.58
AC,RURAL,Q1,INDIA,SR,TN,3STAR,2021,0.58
AC,RURAL,Q1,INDIA,SR,TN,3STAR,2022,0.58
AC,RURAL,Q1,INDIA,SR,TN,3STAR,2023,0.58
AC,RURAL,Q1,INDIA,SR,TN,3STAR,2024,0.58
AC,RURAL,Q1,INDIA,SR,TN,3STAR,2025,0.58
AC,RURAL,Q1,INDIA,SR,TN,3STAR,2026,0.58
AC,RURAL,Q1,INDIA,SR,TN,3STAR,2027,0.58
AC,RURAL,Q1,INDIA,SR,TN,3STAR,2028,0.58
AC,RURAL,Q1,INDIA,SR,TN,3STAR,2029,0.58
AC,RURAL,Q1,INDIA,SR,TN,3STAR,2030,0.58
